commodity,season_year,week_number,week_end,season_status,first_published,adjustments,week_total,unit
Sunflower Seed (SAGIS),2021,21,2021-07-23,Final,7059.0,0.0,7059.0,MT
Sunflower Seed (SAGIS),2021,22,2021-07-30,Final,7495.0,22968.0,30463.0,MT
Sunflower Seed (SAGIS),2021,23,2021-08-06,Final,2913.0,0.0,2913.0,MT
Sunflower Seed (SAGIS),2021,24,2021-08-13,Final,1610.0,0.0,1610.0,MT
Sunflower Seed (SAGIS),2021,25,2021-08-20,Final,952.0,0.0,952.0,MT
Sunflower Seed (SAGIS),2021,26,2021-08-27,Final,236.0,3567.0,3803.0,MT
Sunflower Seed (SAGIS),2021,27,2021-09-03,Final,253.0,-134.0,119.0,MT
Sunflower Seed (SAGIS),2021,28,2021-09-10,Final,378.0,0.0,378.0,MT
Sunflower Seed (SAGIS),2021,29,2021-09-17,Final,366.0,0.0,366.0,MT
Sunflower Seed (SAGIS),2021,30,2021-09-24,Final,334.0,1918.0,2252.0,MT
Sunflower Seed (SAGIS),2021,31,2021-10-01,Final,104.0,-54.0,50.0,MT
Sunflower Seed (SAGIS),2021,32,2021-10-08,Final,110.0,239.0,349.0,MT
Sunflower Seed (SAGIS),2021,33,2021-10-15,Final,228.0,0.0,228.0,MT
Sunflower Seed (SAGIS),2021,34,2021-10-22,Final,37.0,0.0,37.0,MT
Sunflower Seed (SAGIS),2021,35,2021-10-29,Final,198.0,1976.0,2174.0,MT
Sunflower Seed (SAGIS),2021,36,2021-11-05,Final,93.0,-28.0,65.0,MT
Sunflower Seed (SAGIS),2021,37,2021-11-12,Final,286.0,0.0,286.0,MT
Sunflower Seed (SAGIS),2021,38,2021-11-19,Final,65.0,0.0,65.0,MT
Sunflower Seed (SAGIS),2021,39,2021-11-26,Final,14.0,1566.0,1580.0,MT
Sunflower Seed (SAGIS),2021,40,2021-12-03,Final,36.0,0.0,36.0,MT
Sunflower Seed (SAGIS),2021,41,2021-12-10,Final,197.0,0.0,197.0,MT
Sunflower Seed (SAGIS),2021,42,2021-12-17,Final,24.0,0.0,24.0,MT
Sunflower Seed (SAGIS),2021,43,2021-12-24,Final,33.0,0.0,33.0,MT
Sunflower Seed (SAGIS),2021,44,2021-12-31,Final,2.0,210.0,212.0,MT
Sunflower Seed (SAGIS),2021,45,2022-01-07,Final,4.0,0.0,4.0,MT
Sunflower Seed (SAGIS),2021,46,2022-01-14,Final,9.0,0.0,9.0,MT
Sunflower Seed (SAGIS),2021,47,2022-01-21,Final,0.0,0.0,0.0,MT
Sunflower Seed (SAGIS),2021,48,2022-01-28,Final,27.0,984.0,1011.0,MT
Sunflower Seed (SAGIS),2021,49,2022-02-04,Final,434.0,-12.0,422.0,MT
Sunflower Seed (SAGIS),2021,50,2022-02-11,Final,2291.0,0.0,2291.0,MT
Sunflower Seed (SAGIS),2021,51,2022-02-18,Final,3211.0,0.0,3211.0,MT
Sunflower Seed (SAGIS),2021,52,2022-02-25,Final,4537.0,2211.0,6748.0,MT
Sunflower Seed (SAGIS),2022,1,2022-03-04,Final,3081.0,-533.0,2548.0,MT
Sunflower Seed (SAGIS),2022,2,2022-03-11,Final,1067.0,-25.0,1042.0,MT
Sunflower Seed (SAGIS),2022,3,2022-03-18,Final,7405.0,0.0,7405.0,MT
Sunflower Seed (SAGIS),2022,4,2022-03-25,Final,53154.0,0.0,53154.0,MT
Sunflower Seed (SAGIS),2022,5,2022-04-01,Final,3286.0,0.0,3286.0,MT
Sunflower Seed (SAGIS),2022,6,2022-04-08,Final,20183.0,0.0,20183.0,MT
Sunflower Seed (SAGIS),2022,7,2022-04-15,Final,10241.0,0.0,10241.0,MT
Sunflower Seed (SAGIS),2022,8,2022-04-22,Final,26463.0,0.0,26463.0,MT
Sunflower Seed (SAGIS),2022,9,2022-04-29,Final,86517.0,158.0,86675.0,MT
Sunflower Seed (SAGIS),2022,10,2022-05-06,Final,44578.0,0.0,44578.0,MT
Sunflower Seed (SAGIS),2022,11,2022-05-13,Final,50184.0,0.0,50184.0,MT
Sunflower Seed (SAGIS),2022,12,2022-05-20,Final,47331.0,0.0,47331.0,MT
Sunflower Seed (SAGIS),2022,13,2022-05-27,Final,93686.0,26357.0,120043.0,MT
Sunflower Seed (SAGIS),2022,14,2022-06-03,Final,32469.0,6538.0,39007.0,MT
Sunflower Seed (SAGIS),2022,15,2022-06-10,Final,53659.0,13960.0,67619.0,MT
Sunflower Seed (SAGIS),2022,16,2022-06-17,Final,35001.0,15082.0,50083.0,MT
Sunflower Seed (SAGIS),2022,17,2022-06-24,Final,26403.0,11679.0,38082.0,MT
Sunflower Seed (SAGIS),2022,18,2022-07-01,Final,23632.0,9834.0,33466.0,MT
Sunflower Seed (SAGIS),2022,19,2022-07-08,Final,41333.0,812.0,42145.0,MT
Sunflower Seed (SAGIS),2022,20,2022-07-15,Final,32994.0,1128.0,34122.0,MT
Sunflower Seed (SAGIS),2022,21,2022-07-22,Final,17651.0,-204.0,17447.0,MT
Sunflower Seed (SAGIS),2022,22,2022-07-29,Final,11409.0,4316.0,15725.0,MT
Sunflower Seed (SAGIS),2022,23,2022-08-05,Final,5435.0,238.0,5673.0,MT
Sunflower Seed (SAGIS),2022,24,2022-08-12,Final,5594.0,147.0,5741.0,MT
Sunflower Seed (SAGIS),2022,25,2022-08-19,Final,3232.0,-409.0,2823.0,MT
Sunflower Seed (SAGIS),2022,26,2022-08-26,Final,2089.0,-57.0,2032.0,MT
Sunflower Seed (SAGIS),2022,27,2022-09-02,Final,1193.0,148.0,1341.0,MT
Sunflower Seed (SAGIS),2022,28,2022-09-09,Final,1438.0,-30.0,1408.0,MT
Sunflower Seed (SAGIS),2022,29,2022-09-16,Final,1113.0,-55.0,1058.0,MT
Sunflower Seed (SAGIS),2022,30,2022-09-23,Final,1173.0,-190.0,983.0,MT
Sunflower Seed (SAGIS),2022,31,2022-09-30,Final,260.0,400.0,660.0,MT
Sunflower Seed (SAGIS),2022,32,2022-10-07,Final,337.0,17.0,354.0,MT
Sunflower Seed (SAGIS),2022,33,2022-10-14,Final,255.0,210.0,465.0,MT
Sunflower Seed (SAGIS),2022,34,2022-10-21,Final,93.0,214.0,307.0,MT
Sunflower Seed (SAGIS),2022,35,2022-10-28,Final,398.0,175.0,573.0,MT
Sunflower Seed (SAGIS),2022,36,2022-11-04,Final,439.0,411.0,850.0,MT
Sunflower Seed (SAGIS),2022,37,2022-11-11,Final,399.0,165.0,564.0,MT
Sunflower Seed (SAGIS),2022,38,2022-11-18,Final,421.0,36.0,457.0,MT
Sunflower Seed (SAGIS),2022,39,2022-11-25,Final,309.0,103.0,412.0,MT
Sunflower Seed (SAGIS),2022,40,2022-12-02,Final,948.0,0.0,948.0,MT
Sunflower Seed (SAGIS),2022,41,2022-12-09,Final,612.0,-15.0,597.0,MT
Sunflower Seed (SAGIS),2022,42,2022-12-16,Final,235.0,-29.0,206.0,MT
Sunflower Seed (SAGIS),2022,43,2022-12-23,Final,660.0,14.0,674.0,MT
Sunflower Seed (SAGIS),2022,44,2022-12-30,Final,10.0,105.0,115.0,MT
Sunflower Seed (SAGIS),2022,45,2023-01-06,Final,9.0,459.0,468.0,MT
Sunflower Seed (SAGIS),2022,46,2023-01-13,Final,632.0,-30.0,602.0,MT
Sunflower Seed (SAGIS),2022,47,2023-01-20,Final,460.0,0.0,460.0,MT
Sunflower Seed (SAGIS),2022,48,2023-01-27,Final,167.0,120.0,287.0,MT
Sunflower Seed (SAGIS),2022,49,2023-02-03,Final,259.0,-36.0,223.0,MT
Sunflower Seed (SAGIS),2022,50,2023-02-10,Final,98.0,0.0,98.0,MT
Sunflower Seed (SAGIS),2022,51,2023-02-17,Final,277.0,-98.0,179.0,MT
Sunflower Seed (SAGIS),2022,52,2023-02-24,Final,901.0,-504.0,397.0,MT
Sunflower Seed (SAGIS),2023,1,2023-03-03,Final,527.0,-276.0,251.0,MT
Sunflower Seed (SAGIS),2023,2,2023-03-10,Final,1313.0,254.0,1567.0,MT
Sunflower Seed (SAGIS),2023,3,2023-03-17,Final,8251.0,538.0,8789.0,MT
Sunflower Seed (SAGIS),2023,4,2023-03-24,Final,21282.0,-506.0,20776.0,MT
Sunflower Seed (SAGIS),2023,5,2023-03-31,Final,22199.0,-235.0,21964.0,MT
Sunflower Seed (SAGIS),2023,6,2023-04-07,Final,27513.0,4.0,27517.0,MT
Sunflower Seed (SAGIS),2023,7,2023-04-14,Final,48848.0,1282.0,50130.0,MT
Sunflower Seed (SAGIS),2023,8,2023-04-21,Final,78641.0,274.0,78915.0,MT
Sunflower Seed (SAGIS),2023,9,2023-04-28,Final,60617.0,4083.0,64700.0,MT
Sunflower Seed (SAGIS),2023,10,2023-05-05,Final,48246.0,-168.0,48078.0,MT
Sunflower Seed (SAGIS),2023,11,2023-05-12,Final,36094.0,864.0,36958.0,MT
Sunflower Seed (SAGIS),2023,12,2023-05-19,Final,39704.0,1185.0,40889.0,MT
Sunflower Seed (SAGIS),2023,13,2023-05-26,Final,61116.0,-4892.0,56224.0,MT
Sunflower Seed (SAGIS),2023,14,2023-06-02,Final,30242.0,3104.0,33346.0,MT
Sunflower Seed (SAGIS),2023,15,2023-06-09,Final,38153.0,413.0,38566.0,MT
Sunflower Seed (SAGIS),2023,16,2023-06-16,Final,34086.0,-1086.0,33000.0,MT
Sunflower Seed (SAGIS),2023,17,2023-06-23,Final,28674.0,-695.0,27979.0,MT
Sunflower Seed (SAGIS),2023,18,2023-06-30,Final,23395.0,4642.0,28037.0,MT
Sunflower Seed (SAGIS),2023,19,2023-07-07,Final,26566.0,271.0,26837.0,MT
Sunflower Seed (SAGIS),2023,20,2023-07-14,Final,23207.0,-2380.0,20827.0,MT
Sunflower Seed (SAGIS),2023,21,2023-07-21,Final,18070.0,-1170.0,16900.0,MT
Sunflower Seed (SAGIS),2023,22,2023-07-28,Final,12224.0,-1462.0,10762.0,MT
Sunflower Seed (SAGIS),2023,23,2023-08-04,Final,8285.0,-1197.0,7088.0,MT
Sunflower Seed (SAGIS),2023,24,2023-08-11,Final,5017.0,-1104.0,3913.0,MT
Sunflower Seed (SAGIS),2023,25,2023-08-18,Final,4457.0,-1635.0,2822.0,MT
Sunflower Seed (SAGIS),2023,26,2023-08-25,Final,1745.0,-243.0,1502.0,MT
Sunflower Seed (SAGIS),2023,27,2023-09-01,Final,814.0,-51.0,763.0,MT
Sunflower Seed (SAGIS),2023,28,2023-09-08,Final,2261.0,-1769.0,492.0,MT
Sunflower Seed (SAGIS),2023,29,2023-09-15,Final,399.0,-6.0,393.0,MT
Sunflower Seed (SAGIS),2023,30,2023-09-22,Final,631.0,-28.0,603.0,MT
Sunflower Seed (SAGIS),2023,31,2023-09-29,Final,305.0,55.0,360.0,MT
Sunflower Seed (SAGIS),2023,32,2023-10-06,Final,303.0,111.0,414.0,MT
Sunflower Seed (SAGIS),2023,33,2023-10-13,Final,245.0,57.0,302.0,MT
Sunflower Seed (SAGIS),2023,34,2023-10-20,Final,286.0,54.0,340.0,MT
Sunflower Seed (SAGIS),2023,35,2023-10-27,Final,72.0,17.0,89.0,MT
Sunflower Seed (SAGIS),2023,36,2023-11-03,Final,487.0,92.0,579.0,MT
Sunflower Seed (SAGIS),2023,37,2023-11-10,Final,879.0,34.0,913.0,MT
Sunflower Seed (SAGIS),2023,38,2023-11-17,Final,558.0,0.0,558.0,MT
Sunflower Seed (SAGIS),2023,39,2023-11-24,Final,559.0,370.0,929.0,MT
Sunflower Seed (SAGIS),2023,40,2023-12-01,Final,174.0,14.0,188.0,MT
Sunflower Seed (SAGIS),2023,41,2023-12-08,Final,66.0,89.0,155.0,MT
Sunflower Seed (SAGIS),2023,42,2023-12-15,Final,74.0,234.0,308.0,MT
Sunflower Seed (SAGIS),2023,43,2023-12-22,Final,57.0,-52.0,5.0,MT
Sunflower Seed (SAGIS),2023,44,2023-12-29,Final,21.0,92.0,113.0,MT
Sunflower Seed (SAGIS),2023,45,2024-01-05,Final,26.0,0.0,26.0,MT
Sunflower Seed (SAGIS),2023,46,2024-01-12,Final,103.0,0.0,103.0,MT
Sunflower Seed (SAGIS),2023,47,2024-01-19,Final,150.0,0.0,150.0,MT
Sunflower Seed (SAGIS),2023,48,2024-01-26,Final,235.0,18.0,253.0,MT
Sunflower Seed (SAGIS),2023,49,2024-02-02,Final,133.0,0.0,133.0,MT
Sunflower Seed (SAGIS),2023,50,2024-02-09,Final,1940.0,0.0,1940.0,MT
Sunflower Seed (SAGIS),2023,51,2024-02-16,Final,1316.0,-39.0,1277.0,MT
Sunflower Seed (SAGIS),2023,52,2024-02-23,Final,704.0,1325.0,2029.0,MT
Sunflower Seed (SAGIS),2024,1,2024-03-01,Final,2128.0,-1207.0,921.0,MT
Sunflower Seed (SAGIS),2024,2,2024-03-08,Final,8204.0,10.0,8214.0,MT
Sunflower Seed (SAGIS),2024,3,2024-03-15,Final,16754.0,1585.0,18339.0,MT
Sunflower Seed (SAGIS),2024,4,2024-03-22,Final,19016.0,648.0,19664.0,MT
Sunflower Seed (SAGIS),2024,5,2024-03-29,Final,16130.0,302.0,16432.0,MT
Sunflower Seed (SAGIS),2024,6,2024-04-05,Final,15516.0,255.0,15771.0,MT
Sunflower Seed (SAGIS),2024,7,2024-04-12,Final,11083.0,29.0,11112.0,MT
Sunflower Seed (SAGIS),2024,8,2024-04-19,Final,27747.0,197.0,27944.0,MT
Sunflower Seed (SAGIS),2024,9,2024-04-26,Final,35343.0,859.0,36202.0,MT
Sunflower Seed (SAGIS),2024,10,2024-05-03,Final,42238.0,929.0,43167.0,MT
Sunflower Seed (SAGIS),2024,11,2024-05-10,Final,63218.0,1556.0,64774.0,MT
Sunflower Seed (SAGIS),2024,12,2024-05-17,Final,64937.0,3332.0,68269.0,MT
Sunflower Seed (SAGIS),2024,13,2024-05-24,Final,61263.0,3230.0,64493.0,MT
Sunflower Seed (SAGIS),2024,14,2024-05-31,Final,47570.0,-468.0,47102.0,MT
Sunflower Seed (SAGIS),2024,15,2024-06-07,Final,30848.0,2171.0,33019.0,MT
Sunflower Seed (SAGIS),2024,16,2024-06-14,Final,41942.0,69.0,42011.0,MT
Sunflower Seed (SAGIS),2024,17,2024-06-21,Final,32495.0,89.0,32584.0,MT
Sunflower Seed (SAGIS),2024,18,2024-06-28,Final,25606.0,81.0,25687.0,MT
Sunflower Seed (SAGIS),2024,19,2024-07-05,Final,14933.0,-34.0,14899.0,MT
Sunflower Seed (SAGIS),2024,20,2024-07-12,Final,10361.0,248.0,10609.0,MT
Sunflower Seed (SAGIS),2024,21,2024-07-19,Final,5693.0,106.0,5799.0,MT
Sunflower Seed (SAGIS),2024,22,2024-07-26,Final,2767.0,937.0,3704.0,MT
Sunflower Seed (SAGIS),2024,23,2024-08-02,Final,2422.0,0.0,2422.0,MT
Sunflower Seed (SAGIS),2024,24,2024-08-09,Final,2074.0,28.0,2102.0,MT
Sunflower Seed (SAGIS),2024,25,2024-08-16,Final,1403.0,634.0,2037.0,MT
Sunflower Seed (SAGIS),2024,26,2024-08-23,Final,934.0,7.0,941.0,MT
Sunflower Seed (SAGIS),2024,27,2024-08-30,Final,1143.0,10.0,1153.0,MT
Sunflower Seed (SAGIS),2024,28,2024-09-06,Final,619.0,163.0,782.0,MT
Sunflower Seed (SAGIS),2024,29,2024-09-13,Final,695.0,-176.0,519.0,MT
Sunflower Seed (SAGIS),2024,30,2024-09-20,Final,895.0,-383.0,512.0,MT
Sunflower Seed (SAGIS),2024,31,2024-09-27,Final,927.0,-26.0,901.0,MT
Sunflower Seed (SAGIS),2024,32,2024-10-04,Final,695.0,-73.0,622.0,MT
Sunflower Seed (SAGIS),2024,33,2024-10-11,Final,907.0,156.0,1063.0,MT
Sunflower Seed (SAGIS),2024,34,2024-10-18,Final,1217.0,93.0,1310.0,MT
Sunflower Seed (SAGIS),2024,35,2024-10-25,Final,913.0,212.0,1125.0,MT
Sunflower Seed (SAGIS),2024,36,2024-11-01,Final,626.0,262.0,888.0,MT
Sunflower Seed (SAGIS),2024,37,2024-11-08,Final,783.0,208.0,991.0,MT
Sunflower Seed (SAGIS),2024,38,2024-11-15,Final,637.0,0.0,637.0,MT
Sunflower Seed (SAGIS),2024,39,2024-11-22,Final,662.0,2.0,664.0,MT
Sunflower Seed (SAGIS),2024,40,2024-11-29,Final,175.0,22.0,197.0,MT
Sunflower Seed (SAGIS),2024,41,2024-12-06,Final,689.0,1.0,690.0,MT
Sunflower Seed (SAGIS),2024,42,2024-12-13,Final,252.0,-60.0,192.0,MT
Sunflower Seed (SAGIS),2024,43,2024-12-20,Final,30.0,0.0,30.0,MT
Sunflower Seed (SAGIS),2024,44,2024-12-27,Final,5.0,7.0,12.0,MT
Sunflower Seed (SAGIS),2024,45,2025-01-03,Final,3.0,52.0,55.0,MT
Sunflower Seed (SAGIS),2024,46,2025-01-10,Final,25.0,140.0,165.0,MT
Sunflower Seed (SAGIS),2024,47,2025-01-17,Final,32.0,-11.0,21.0,MT
Sunflower Seed (SAGIS),2024,48,2025-01-24,Final,161.0,-60.0,101.0,MT
Sunflower Seed (SAGIS),2024,49,2025-01-31,Final,176.0,114.0,290.0,MT
Sunflower Seed (SAGIS),2024,50,2025-02-07,Final,154.0,65.0,219.0,MT
Sunflower Seed (SAGIS),2024,51,2025-02-14,Final,251.0,36.0,287.0,MT
Sunflower Seed (SAGIS),2024,52,2025-02-21,Final,424.0,0.0,424.0,MT
Sunflower Seed (SAGIS),2024,53,2025-02-28,Final,2031.0,352.0,2383.0,MT
Sunflower Seed (SAGIS),2025,1,2025-03-07,Final,2990.0,277.0,3267.0,MT
Sunflower Seed (SAGIS),2025,2,2025-03-14,Final,16128.0,2639.0,18767.0,MT
Sunflower Seed (SAGIS),2025,3,2025-03-21,Final,11411.0,1238.0,12649.0,MT
Sunflower Seed (SAGIS),2025,4,2025-03-28,Final,26976.0,4300.0,31276.0,MT
Sunflower Seed (SAGIS),2025,5,2025-04-04,Final,20196.0,-315.0,19881.0,MT
Sunflower Seed (SAGIS),2025,6,2025-04-11,Final,11442.0,810.0,12252.0,MT
Sunflower Seed (SAGIS),2025,7,2025-04-18,Final,43458.0,-364.0,43094.0,MT
Sunflower Seed (SAGIS),2025,8,2025-04-25,Final,19583.0,270.0,19853.0,MT
Sunflower Seed (SAGIS),2025,9,2025-05-02,Final,45095.0,728.0,45823.0,MT
Sunflower Seed (SAGIS),2025,10,2025-05-09,Final,69249.0,-17.0,69232.0,MT
Sunflower Seed (SAGIS),2025,11,2025-05-16,Final,70957.0,-191.0,70766.0,MT
Sunflower Seed (SAGIS),2025,12,2025-05-23,Final,60521.0,856.0,61377.0,MT
Sunflower Seed (SAGIS),2025,13,2025-05-30,Final,52166.0,874.0,53040.0,MT
Sunflower Seed (SAGIS),2025,14,2025-06-06,Final,39032.0,645.0,39677.0,MT
Sunflower Seed (SAGIS),2025,15,2025-06-13,Final,21773.0,6298.0,28071.0,MT
Sunflower Seed (SAGIS),2025,16,2025-06-20,Final,23625.0,5216.0,28841.0,MT
Sunflower Seed (SAGIS),2025,17,2025-06-27,Final,27703.0,1116.0,28819.0,MT
Sunflower Seed (SAGIS),2025,18,2025-07-04,Final,23104.0,972.0,24076.0,MT
Sunflower Seed (SAGIS),2025,19,2025-07-11,Final,18859.0,659.0,19518.0,MT
Sunflower Seed (SAGIS),2025,20,2025-07-18,Final,17877.0,-448.0,17429.0,MT
Sunflower Seed (SAGIS),2025,21,2025-07-25,Final,12248.0,-207.0,12041.0,MT
Sunflower Seed (SAGIS),2025,22,2025-08-01,Final,9897.0,-1370.0,8527.0,MT
Sunflower Seed (SAGIS),2025,23,2025-08-08,Final,5771.0,-213.0,5558.0,MT
Sunflower Seed (SAGIS),2025,24,2025-08-15,Final,4686.0,-790.0,3896.0,MT
Sunflower Seed (SAGIS),2025,25,2025-08-22,Final,3451.0,363.0,3814.0,MT
Sunflower Seed (SAGIS),2025,26,2025-08-29,Final,3045.0,732.0,3777.0,MT
Sunflower Seed (SAGIS),2025,27,2025-09-05,Final,3845.0,-853.0,2992.0,MT
Sunflower Seed (SAGIS),2025,28,2025-09-12,Final,3185.0,-1208.0,1977.0,MT
Sunflower Seed (SAGIS),2025,29,2025-09-19,Final,740.0,28.0,768.0,MT
Sunflower Seed (SAGIS),2025,30,2025-09-26,Final,882.0,34.0,916.0,MT
Sunflower Seed (SAGIS),2025,31,2025-10-03,Final,519.0,-167.0,352.0,MT
Sunflower Seed (SAGIS),2025,32,2025-10-10,Final,212.0,-20.0,192.0,MT
Sunflower Seed (SAGIS),2025,33,2025-10-17,Final,220.0,-70.0,150.0,MT
Sunflower Seed (SAGIS),2025,34,2025-10-24,Final,150.0,26.0,176.0,MT
Sunflower Seed (SAGIS),2025,35,2025-10-31,Final,132.0,4.0,136.0,MT
Sunflower Seed (SAGIS),2025,36,2025-11-07,Final,315.0,-27.0,288.0,MT
Sunflower Seed (SAGIS),2025,37,2025-11-14,Final,192.0,118.0,310.0,MT
Sunflower Seed (SAGIS),2025,38,2025-11-21,Final,125.0,17.0,142.0,MT
Sunflower Seed (SAGIS),2025,39,2025-11-28,Final,233.0,201.0,434.0,MT
Sunflower Seed (SAGIS),2025,40,2025-12-05,Final,93.0,-53.0,40.0,MT
Sunflower Seed (SAGIS),2025,41,2025-12-12,Final,0.0,0.0,0.0,MT
Sunflower Seed (SAGIS),2025,42,2025-12-19,Final,117.0,32.0,149.0,MT
Sunflower Seed (SAGIS),2025,43,2025-12-26,Final,5.0,13.0,18.0,MT
Sunflower Seed (SAGIS),2025,44,2026-01-02,Final,3.0,0.0,3.0,MT
Sunflower Seed (SAGIS),2025,45,2026-01-09,Final,7.0,30.0,37.0,MT
Sunflower Seed (SAGIS),2025,46,2026-01-16,Final,28.0,34.0,62.0,MT
Sunflower Seed (SAGIS),2025,47,2026-01-23,Final,804.0,-419.0,385.0,MT
Sunflower Seed (SAGIS),2025,48,2026-01-30,Final,940.0,-254.0,686.0,MT
Sunflower Seed (SAGIS),2025,49,2026-02-06,Final,1355.0,490.0,1845.0,MT
Sunflower Seed (SAGIS),2025,50,2026-02-13,Final,1263.0,123.0,1386.0,MT
Sunflower Seed (SAGIS),2025,51,2026-02-20,Final,4357.0,652.0,5009.0,MT
Sunflower Seed (SAGIS),2025,52,2026-02-27,Final,3854.0,1007.0,4861.0,MT
Sunflower Seed (SAGIS),2026,1,2026-03-06,Active,8059.0,742.0,8801.0,MT
Sunflower Seed (SAGIS),2026,2,2026-03-13,Active,22734.0,922.0,23656.0,MT
Sunflower Seed (SAGIS),2026,3,2026-03-20,Active,26484.0,3923.0,30407.0,MT
Sunflower Seed (SAGIS),2026,4,2026-03-27,Active,17047.0,2351.0,19398.0,MT
Sunflower Seed (SAGIS),2026,5,2026-04-03,Active,39182.0,2818.0,42000.0,MT
Sunflower Seed (SAGIS),2026,6,2026-04-10,Active,75766.0,3686.0,79452.0,MT
Sunflower Seed (SAGIS),2026,7,2026-04-17,Active,56615.0,651.0,57266.0,MT
Sunflower Seed (SAGIS),2026,8,2026-04-24,Active,33342.0,2446.0,35788.0,MT
Sunflower Seed (SAGIS),2026,9,2026-05-01,Active,55113.0,1637.0,56750.0,MT
Sunflower Seed (SAGIS),2026,10,2026-05-08,Active,44476.0,-252.0,44224.0,MT
Sunflower Seed (SAGIS),2026,11,2026-05-15,Active,99689.0,1383.0,101072.0,MT
Sunflower Seed (SAGIS),2026,12,2026-05-22,Active,83530.0,2259.0,85789.0,MT
Sunflower Seed (SAGIS),2026,13,2026-05-29,Active,59752.0,711.0,60463.0,MT
Sunflower Seed (SAGIS),2026,14,2026-06-05,Active,40427.0,304.0,40731.0,MT
Sunflower Seed (SAGIS),2026,15,2026-06-12,Active,36123.0,315.0,36438.0,MT
Sunflower Seed (SAGIS),2026,16,2026-06-19,Active,28792.0,-343.0,28449.0,MT
Sunflower Seed (SAGIS),2026,17,2026-06-26,Active,10316.0,1451.0,11767.0,MT
Sunflower Seed (SAGIS),2026,18,2026-07-03,Active,12812.0,-20.0,12792.0,MT
Sunflower Seed (SAGIS),2026,19,2026-07-10,Active,11333.0,363.0,11696.0,MT
Sunflower Seed (SAGIS),2026,20,2026-07-17,Active,8619.0,9.0,8628.0,MT
Sunflower Seed (SAGIS),2026,21,2026-07-24,Active,7083.0,391.0,7474.0,MT
Sunflower Seed (SAGIS),2026,22,2026-07-31,Active,5251.0,122.0,5373.0,MT
Sunflower Seed (SAGIS),2026,23,2026-08-07,Active,4703.0,389.0,5092.0,MT
Sunflower Seed (SAGIS),2026,24,2026-08-14,Active,2674.0,0.0,2674.0,MT
Sunflower Seed (SAGIS),2026,25,2026-08-21,Active,2921.0,0.0,2921.0,MT
Sunflower Seed (SAGIS),2026,26,2026-08-28,Active,2216.0,0.0,2216.0,MT
