commodity,year,attribute,value,unit,reference_period
COTTON,2025/26,Avg. Farm Price,63.0,,2026-05-15
COTTON,2025/26,Avg. Farm Price,63.0,,2026-06-15
COTTON,2025/26,Avg. Farm Price,62.5,,2026-07-15
COTTON,2025/26,Beginning Stocks,4.1,Million 480 Pound Bales,2025-07-15
COTTON,2025/26,Beginning Stocks,4.0,Million 480 Pound Bales,2025-08-15
COTTON,2025/26,Beginning Stocks,4.0,Million 480 Pound Bales,2025-09-15
COTTON,2025/26,Beginning Stocks,4.0,Million 480 Pound Bales,2025-10-15
COTTON,2025/26,Beginning Stocks,4.0,Million 480 Pound Bales,2025-11-15
COTTON,2025/26,Beginning Stocks,4.0,Million 480 Pound Bales,2025-12-15
COTTON,2025/26,Beginning Stocks,4.0,Million 480 Pound Bales,2026-01-15
COTTON,2025/26,Beginning Stocks,4.0,Million 480 Pound Bales,2026-02-15
COTTON,2025/26,Beginning Stocks,4.0,Million 480 Pound Bales,2026-03-15
COTTON,2025/26,Beginning Stocks,4.0,Million 480 Pound Bales,2026-04-15
COTTON,2025/26,Beginning Stocks,4.0,Million 480 Pound Bales,2026-05-15
COTTON,2025/26,Beginning Stocks,4.0,Million 480 Pound Bales,2026-06-15
COTTON,2025/26,Beginning Stocks,4.0,Million 480 Pound Bales,2026-07-15
COTTON,2025/26,Domestic Use,1.7,Million 480 Pound Bales,2025-07-15
COTTON,2025/26,Domestic Use,1.7,Million 480 Pound Bales,2025-08-15
COTTON,2025/26,Domestic Use,1.7,Million 480 Pound Bales,2025-09-15
COTTON,2025/26,Domestic Use,1.7,Million 480 Pound Bales,2025-10-15
COTTON,2025/26,Domestic Use,1.7,Million 480 Pound Bales,2025-11-15
COTTON,2025/26,Domestic Use,1.6,Million 480 Pound Bales,2025-12-15
COTTON,2025/26,Domestic Use,1.6,Million 480 Pound Bales,2026-01-15
COTTON,2025/26,Domestic Use,1.6,Million 480 Pound Bales,2026-02-15
COTTON,2025/26,Domestic Use,1.6,Million 480 Pound Bales,2026-03-15
COTTON,2025/26,Domestic Use,1.6,Million 480 Pound Bales,2026-04-15
COTTON,2025/26,Domestic Use,1.6,Million 480 Pound Bales,2026-05-15
COTTON,2025/26,Domestic Use,1.55,Million 480 Pound Bales,2026-06-15
COTTON,2025/26,Domestic Use,1.55,Million 480 Pound Bales,2026-07-15
COTTON,2025/26,Ending Stocks,4.6,Million 480 Pound Bales,2025-07-15
COTTON,2025/26,Ending Stocks,3.6,Million 480 Pound Bales,2025-08-15
COTTON,2025/26,Ending Stocks,3.6,Million 480 Pound Bales,2025-09-15
COTTON,2025/26,Ending Stocks,3.6,Million 480 Pound Bales,2025-10-15
COTTON,2025/26,Ending Stocks,4.3,Million 480 Pound Bales,2025-11-15
COTTON,2025/26,Ending Stocks,4.5,Million 480 Pound Bales,2025-12-15
COTTON,2025/26,Ending Stocks,4.2,Million 480 Pound Bales,2026-01-15
COTTON,2025/26,Ending Stocks,4.4,Million 480 Pound Bales,2026-02-15
COTTON,2025/26,Ending Stocks,4.4,Million 480 Pound Bales,2026-03-15
COTTON,2025/26,Ending Stocks,4.4,Million 480 Pound Bales,2026-04-15
COTTON,2025/26,Ending Stocks,4.4,Million 480 Pound Bales,2026-05-15
COTTON,2025/26,Ending Stocks,4.2,Million 480 Pound Bales,2026-06-15
COTTON,2025/26,Ending Stocks,4.2,Million 480 Pound Bales,2026-07-15
COTTON,2025/26,"Exports, Total",12.5,Million 480 Pound Bales,2025-07-15
COTTON,2025/26,"Exports, Total",12.0,Million 480 Pound Bales,2025-08-15
COTTON,2025/26,"Exports, Total",12.0,Million 480 Pound Bales,2025-09-15
COTTON,2025/26,"Exports, Total",12.0,Million 480 Pound Bales,2025-10-15
COTTON,2025/26,"Exports, Total",12.2,Million 480 Pound Bales,2025-11-15
COTTON,2025/26,"Exports, Total",12.2,Million 480 Pound Bales,2025-12-15
COTTON,2025/26,"Exports, Total",12.2,Million 480 Pound Bales,2026-01-15
COTTON,2025/26,"Exports, Total",12.0,Million 480 Pound Bales,2026-02-15
COTTON,2025/26,"Exports, Total",12.0,Million 480 Pound Bales,2026-03-15
COTTON,2025/26,"Exports, Total",12.0,Million 480 Pound Bales,2026-04-15
COTTON,2025/26,"Exports, Total",12.0,Million 480 Pound Bales,2026-05-15
COTTON,2025/26,"Exports, Total",12.2,Million 480 Pound Bales,2026-06-15
COTTON,2025/26,"Exports, Total",12.2,Million 480 Pound Bales,2026-07-15
COTTON,2025/26,Harvested,7.36,Million Acres,2025-08-15
COTTON,2025/26,Harvested,7.37,Million Acres,2025-09-15
COTTON,2025/26,Harvested,7.37,Million Acres,2025-10-15
COTTON,2025/26,Harvested,7.37,Million Acres,2025-11-15
COTTON,2025/26,Harvested,7.37,Million Acres,2025-12-15
COTTON,2025/26,Harvested,7.8,Million Acres,2026-01-15
COTTON,2025/26,Harvested,7.8,Million Acres,2026-02-15
COTTON,2025/26,Harvested,7.8,Million Acres,2026-03-15
COTTON,2025/26,Harvested,7.8,Million Acres,2026-04-15
COTTON,2025/26,Harvested,7.83,Million Acres,2026-05-15
COTTON,2025/26,Harvested,7.83,Million Acres,2026-06-15
COTTON,2025/26,Harvested,7.83,Million Acres,2026-07-15
COTTON,2025/26,Imports,0.01,Million 480 Pound Bales,2025-07-15
COTTON,2025/26,Imports,0.01,Million 480 Pound Bales,2025-08-15
COTTON,2025/26,Imports,0.01,Million 480 Pound Bales,2025-09-15
COTTON,2025/26,Imports,0.01,Million 480 Pound Bales,2025-10-15
COTTON,2025/26,Imports,0.01,Million 480 Pound Bales,2025-11-15
COTTON,2025/26,Imports,0.01,Million 480 Pound Bales,2025-12-15
COTTON,2025/26,Imports,0.01,Million 480 Pound Bales,2026-01-15
COTTON,2025/26,Imports,0.01,Million 480 Pound Bales,2026-02-15
COTTON,2025/26,Imports,0.01,Million 480 Pound Bales,2026-03-15
COTTON,2025/26,Imports,0.01,Million 480 Pound Bales,2026-04-15
COTTON,2025/26,Imports,0.01,Million 480 Pound Bales,2026-05-15
COTTON,2025/26,Imports,0.01,Million 480 Pound Bales,2026-06-15
COTTON,2025/26,Imports,0.01,Million 480 Pound Bales,2026-07-15
COTTON,2025/26,Planted,9.28,Million Acres,2025-08-15
COTTON,2025/26,Planted,9.3,Million Acres,2025-09-15
COTTON,2025/26,Planted,9.3,Million Acres,2025-10-15
COTTON,2025/26,Planted,9.3,Million Acres,2025-11-15
COTTON,2025/26,Planted,9.3,Million Acres,2025-12-15
COTTON,2025/26,Planted,9.28,Million Acres,2026-01-15
COTTON,2025/26,Planted,9.28,Million Acres,2026-02-15
COTTON,2025/26,Planted,9.28,Million Acres,2026-03-15
COTTON,2025/26,Planted,9.28,Million Acres,2026-04-15
COTTON,2025/26,Planted,9.28,Million Acres,2026-05-15
COTTON,2025/26,Planted,9.28,Million Acres,2026-06-15
COTTON,2025/26,Planted,9.28,Million Acres,2026-07-15
COTTON,2025/26,Production,14.6,Million 480 Pound Bales,2025-07-15
COTTON,2025/26,Production,13.21,Million 480 Pound Bales,2025-08-15
COTTON,2025/26,Production,13.22,Million 480 Pound Bales,2025-09-15
COTTON,2025/26,Production,13.22,Million 480 Pound Bales,2025-10-15
COTTON,2025/26,Production,14.12,Million 480 Pound Bales,2025-11-15
COTTON,2025/26,Production,14.27,Million 480 Pound Bales,2025-12-15
COTTON,2025/26,Production,13.92,Million 480 Pound Bales,2026-01-15
COTTON,2025/26,Production,13.92,Million 480 Pound Bales,2026-02-15
COTTON,2025/26,Production,13.92,Million 480 Pound Bales,2026-03-15
COTTON,2025/26,Production,13.92,Million 480 Pound Bales,2026-04-15
COTTON,2025/26,Production,13.9,Million 480 Pound Bales,2026-05-15
COTTON,2025/26,Production,13.9,Million 480 Pound Bales,2026-06-15
COTTON,2025/26,Production,13.9,Million 480 Pound Bales,2026-07-15
COTTON,2025/26,"Supply, Total",18.71,Million 480 Pound Bales,2025-07-15
COTTON,2025/26,"Supply, Total",17.22,Million 480 Pound Bales,2025-08-15
COTTON,2025/26,"Supply, Total",17.23,Million 480 Pound Bales,2025-09-15
COTTON,2025/26,"Supply, Total",17.23,Million 480 Pound Bales,2025-10-15
COTTON,2025/26,"Supply, Total",18.12,Million 480 Pound Bales,2025-11-15
COTTON,2025/26,"Supply, Total",18.27,Million 480 Pound Bales,2025-12-15
COTTON,2025/26,"Supply, Total",17.92,Million 480 Pound Bales,2026-01-15
COTTON,2025/26,"Supply, Total",17.92,Million 480 Pound Bales,2026-02-15
COTTON,2025/26,"Supply, Total",17.92,Million 480 Pound Bales,2026-03-15
COTTON,2025/26,"Supply, Total",17.92,Million 480 Pound Bales,2026-04-15
COTTON,2025/26,"Supply, Total",17.9,Million 480 Pound Bales,2026-05-15
COTTON,2025/26,"Supply, Total",17.9,Million 480 Pound Bales,2026-06-15
COTTON,2025/26,"Supply, Total",17.9,Million 480 Pound Bales,2026-07-15
COTTON,2025/26,Unaccounted,-0.1,Million 480 Pound Bales,2025-07-15
COTTON,2025/26,Unaccounted,-0.08,Million 480 Pound Bales,2025-08-15
COTTON,2025/26,Unaccounted,-0.07,Million 480 Pound Bales,2025-09-15
COTTON,2025/26,Unaccounted,-0.07,Million 480 Pound Bales,2025-10-15
COTTON,2025/26,Unaccounted,-0.08,Million 480 Pound Bales,2025-11-15
COTTON,2025/26,Unaccounted,-0.03,Million 480 Pound Bales,2025-12-15
COTTON,2025/26,Unaccounted,-0.08,Million 480 Pound Bales,2026-01-15
COTTON,2025/26,Unaccounted,-0.08,Million 480 Pound Bales,2026-02-15
COTTON,2025/26,Unaccounted,-0.08,Million 480 Pound Bales,2026-03-15
COTTON,2025/26,Unaccounted,-0.08,Million 480 Pound Bales,2026-04-15
COTTON,2025/26,Unaccounted,-0.1,Million 480 Pound Bales,2026-05-15
COTTON,2025/26,Unaccounted,-0.05,Million 480 Pound Bales,2026-06-15
COTTON,2025/26,Unaccounted,-0.05,Million 480 Pound Bales,2026-07-15
COTTON,2025/26,"Use, Total",14.2,Million 480 Pound Bales,2025-07-15
COTTON,2025/26,"Use, Total",13.7,Million 480 Pound Bales,2025-08-15
COTTON,2025/26,"Use, Total",13.7,Million 480 Pound Bales,2025-09-15
COTTON,2025/26,"Use, Total",13.7,Million 480 Pound Bales,2025-10-15
COTTON,2025/26,"Use, Total",13.9,Million 480 Pound Bales,2025-11-15
COTTON,2025/26,"Use, Total",13.8,Million 480 Pound Bales,2025-12-15
COTTON,2025/26,"Use, Total",13.8,Million 480 Pound Bales,2026-01-15
COTTON,2025/26,"Use, Total",13.6,Million 480 Pound Bales,2026-02-15
COTTON,2025/26,"Use, Total",13.6,Million 480 Pound Bales,2026-03-15
COTTON,2025/26,"Use, Total",13.6,Million 480 Pound Bales,2026-04-15
COTTON,2025/26,"Use, Total",13.6,Million 480 Pound Bales,2026-05-15
COTTON,2025/26,"Use, Total",13.75,Million 480 Pound Bales,2026-06-15
COTTON,2025/26,"Use, Total",13.75,Million 480 Pound Bales,2026-07-15
COTTON,2025/26,Yield per Harvested Acre,862.0,Pounds,2025-08-15
COTTON,2025/26,Yield per Harvested Acre,861.0,Pounds,2025-09-15
COTTON,2025/26,Yield per Harvested Acre,861.0,Pounds,2025-10-15
COTTON,2025/26,Yield per Harvested Acre,919.0,Pounds,2025-11-15
COTTON,2025/26,Yield per Harvested Acre,929.0,Pounds,2025-12-15
COTTON,2025/26,Yield per Harvested Acre,856.0,Pounds,2026-01-15
COTTON,2025/26,Yield per Harvested Acre,856.0,Pounds,2026-02-15
COTTON,2025/26,Yield per Harvested Acre,856.0,Pounds,2026-03-15
COTTON,2025/26,Yield per Harvested Acre,856.0,Pounds,2026-04-15
COTTON,2025/26,Yield per Harvested Acre,852.0,Pounds,2026-05-15
COTTON,2025/26,Yield per Harvested Acre,852.0,Pounds,2026-06-15
COTTON,2025/26,Yield per Harvested Acre,852.0,Pounds,2026-07-15
COTTON,2026/27,Avg. Farm Price,73.0,,2026-05-15
COTTON,2026/27,Avg. Farm Price,73.0,,2026-06-15
COTTON,2026/27,Avg. Farm Price,73.0,,2026-07-15
COTTON,2026/27,Beginning Stocks,4.4,Million 480 Pound Bales,2026-05-15
COTTON,2026/27,Beginning Stocks,4.2,Million 480 Pound Bales,2026-06-15
COTTON,2026/27,Beginning Stocks,4.2,Million 480 Pound Bales,2026-07-15
COTTON,2026/27,Domestic Use,1.6,Million 480 Pound Bales,2026-05-15
COTTON,2026/27,Domestic Use,1.6,Million 480 Pound Bales,2026-06-15
COTTON,2026/27,Domestic Use,1.6,Million 480 Pound Bales,2026-07-15
COTTON,2026/27,Ending Stocks,3.9,Million 480 Pound Bales,2026-05-15
COTTON,2026/27,Ending Stocks,3.7,Million 480 Pound Bales,2026-06-15
COTTON,2026/27,Ending Stocks,4.1,Million 480 Pound Bales,2026-07-15
COTTON,2026/27,"Exports, Total",12.3,Million 480 Pound Bales,2026-05-15
COTTON,2026/27,"Exports, Total",12.3,Million 480 Pound Bales,2026-06-15
COTTON,2026/27,"Exports, Total",12.3,Million 480 Pound Bales,2026-07-15
COTTON,2026/27,Imports,0.01,Million 480 Pound Bales,2026-05-15
COTTON,2026/27,Imports,0.01,Million 480 Pound Bales,2026-06-15
COTTON,2026/27,Imports,0.01,Million 480 Pound Bales,2026-07-15
COTTON,2026/27,Production,13.3,Million 480 Pound Bales,2026-05-15
COTTON,2026/27,Production,13.3,Million 480 Pound Bales,2026-06-15
COTTON,2026/27,Production,13.7,Million 480 Pound Bales,2026-07-15
COTTON,2026/27,"Supply, Total",17.71,Million 480 Pound Bales,2026-05-15
COTTON,2026/27,"Supply, Total",17.51,Million 480 Pound Bales,2026-06-15
COTTON,2026/27,"Supply, Total",17.91,Million 480 Pound Bales,2026-07-15
COTTON,2026/27,Unaccounted,-0.1,Million 480 Pound Bales,2026-05-15
COTTON,2026/27,Unaccounted,-0.1,Million 480 Pound Bales,2026-06-15
COTTON,2026/27,Unaccounted,-0.1,Million 480 Pound Bales,2026-07-15
COTTON,2026/27,"Use, Total",13.9,Million 480 Pound Bales,2026-05-15
COTTON,2026/27,"Use, Total",13.9,Million 480 Pound Bales,2026-06-15
COTTON,2026/27,"Use, Total",13.9,Million 480 Pound Bales,2026-07-15
SOYBEANS,2023/24,Area Harvested,82.3,Million Acres,2025-08-15
SOYBEANS,2023/24,Area Harvested,82.3,Million Acres,2025-09-15
SOYBEANS,2023/24,Area Harvested,82.3,Million Acres,2025-11-15
SOYBEANS,2023/24,Area Harvested,82.3,Million Acres,2025-12-15
SOYBEANS,2023/24,Area Harvested,82.3,Million Acres,2026-01-15
SOYBEANS,2023/24,Area Harvested,82.3,Million Acres,2026-02-15
SOYBEANS,2023/24,Area Harvested,82.3,Million Acres,2026-03-15
SOYBEANS,2023/24,Area Harvested,82.3,Million Acres,2026-04-15
SOYBEANS,2023/24,Area Planted,83.6,Million Acres,2025-08-15
SOYBEANS,2023/24,Area Planted,83.6,Million Acres,2025-09-15
SOYBEANS,2023/24,Area Planted,83.6,Million Acres,2025-11-15
SOYBEANS,2023/24,Area Planted,83.6,Million Acres,2025-12-15
SOYBEANS,2023/24,Area Planted,83.6,Million Acres,2026-01-15
SOYBEANS,2023/24,Area Planted,83.6,Million Acres,2026-02-15
SOYBEANS,2023/24,Area Planted,83.6,Million Acres,2026-03-15
SOYBEANS,2023/24,Area Planted,83.6,Million Acres,2026-04-15
SOYBEANS,2023/24,Avg. Farm Price ($/bu),12.4,$/bu,2025-08-15
SOYBEANS,2023/24,Avg. Farm Price ($/bu),12.4,$/bu,2025-09-15
SOYBEANS,2023/24,Avg. Farm Price ($/bu),12.4,$/bu,2025-11-15
SOYBEANS,2023/24,Avg. Farm Price ($/bu),12.4,$/bu,2025-12-15
SOYBEANS,2023/24,Avg. Farm Price ($/bu),12.4,$/bu,2026-01-15
SOYBEANS,2023/24,Avg. Farm Price ($/bu),12.4,$/bu,2026-02-15
SOYBEANS,2023/24,Avg. Farm Price ($/bu),12.4,$/bu,2026-03-15
SOYBEANS,2023/24,Avg. Farm Price ($/bu),12.4,$/bu,2026-04-15
SOYBEANS,2023/24,Beginning Stocks,264.0,Million Bushels,2025-08-15
SOYBEANS,2023/24,Beginning Stocks,264.0,Million Bushels,2025-09-15
SOYBEANS,2023/24,Beginning Stocks,264.0,Million Bushels,2025-11-15
SOYBEANS,2023/24,Beginning Stocks,264.0,Million Bushels,2025-12-15
SOYBEANS,2023/24,Beginning Stocks,264.0,Million Bushels,2026-01-15
SOYBEANS,2023/24,Beginning Stocks,264.0,Million Bushels,2026-02-15
SOYBEANS,2023/24,Beginning Stocks,264.0,Million Bushels,2026-03-15
SOYBEANS,2023/24,Beginning Stocks,264.0,Million Bushels,2026-04-15
SOYBEANS,2023/24,Crushings,2285.0,Million Bushels,2025-08-15
SOYBEANS,2023/24,Crushings,2285.0,Million Bushels,2025-09-15
SOYBEANS,2023/24,Crushings,2285.0,Million Bushels,2025-11-15
SOYBEANS,2023/24,Crushings,2285.0,Million Bushels,2025-12-15
SOYBEANS,2023/24,Crushings,2285.0,Million Bushels,2026-01-15
SOYBEANS,2023/24,Crushings,2285.0,Million Bushels,2026-02-15
SOYBEANS,2023/24,Crushings,2285.0,Million Bushels,2026-03-15
SOYBEANS,2023/24,Crushings,2285.0,Million Bushels,2026-04-15
SOYBEANS,2023/24,Ending Stocks,342.0,Million Bushels,2025-08-15
SOYBEANS,2023/24,Ending Stocks,342.0,Million Bushels,2025-09-15
SOYBEANS,2023/24,Ending Stocks,342.0,Million Bushels,2025-11-15
SOYBEANS,2023/24,Ending Stocks,342.0,Million Bushels,2025-12-15
SOYBEANS,2023/24,Ending Stocks,342.0,Million Bushels,2026-01-15
SOYBEANS,2023/24,Ending Stocks,342.0,Million Bushels,2026-02-15
SOYBEANS,2023/24,Ending Stocks,342.0,Million Bushels,2026-03-15
SOYBEANS,2023/24,Ending Stocks,342.0,Million Bushels,2026-04-15
SOYBEANS,2023/24,Exports,1700.0,Million Bushels,2025-08-15
SOYBEANS,2023/24,Exports,1700.0,Million Bushels,2025-09-15
SOYBEANS,2023/24,Exports,1700.0,Million Bushels,2025-11-15
SOYBEANS,2023/24,Exports,1700.0,Million Bushels,2025-12-15
SOYBEANS,2023/24,Exports,1700.0,Million Bushels,2026-01-15
SOYBEANS,2023/24,Exports,1700.0,Million Bushels,2026-02-15
SOYBEANS,2023/24,Exports,1700.0,Million Bushels,2026-03-15
SOYBEANS,2023/24,Exports,1700.0,Million Bushels,2026-04-15
SOYBEANS,2023/24,Imports,21.0,Million Bushels,2025-08-15
SOYBEANS,2023/24,Imports,21.0,Million Bushels,2025-09-15
SOYBEANS,2023/24,Imports,21.0,Million Bushels,2025-11-15
SOYBEANS,2023/24,Imports,21.0,Million Bushels,2025-12-15
SOYBEANS,2023/24,Imports,21.0,Million Bushels,2026-01-15
SOYBEANS,2023/24,Imports,21.0,Million Bushels,2026-02-15
SOYBEANS,2023/24,Imports,21.0,Million Bushels,2026-03-15
SOYBEANS,2023/24,Imports,21.0,Million Bushels,2026-04-15
SOYBEANS,2023/24,Production,4162.0,Million Bushels,2025-08-15
SOYBEANS,2023/24,Production,4162.0,Million Bushels,2025-09-15
SOYBEANS,2023/24,Production,4162.0,Million Bushels,2025-11-15
SOYBEANS,2023/24,Production,4162.0,Million Bushels,2025-12-15
SOYBEANS,2023/24,Production,4162.0,Million Bushels,2026-01-15
SOYBEANS,2023/24,Production,4162.0,Million Bushels,2026-02-15
SOYBEANS,2023/24,Production,4162.0,Million Bushels,2026-03-15
SOYBEANS,2023/24,Production,4162.0,Million Bushels,2026-04-15
SOYBEANS,2023/24,Residual,44.0,Million Bushels,2025-08-15
SOYBEANS,2023/24,Residual,44.0,Million Bushels,2025-09-15
SOYBEANS,2023/24,Residual,44.0,Million Bushels,2025-11-15
SOYBEANS,2023/24,Residual,44.0,Million Bushels,2025-12-15
SOYBEANS,2023/24,Residual,44.0,Million Bushels,2026-01-15
SOYBEANS,2023/24,Residual,44.0,Million Bushels,2026-02-15
SOYBEANS,2023/24,Residual,44.0,Million Bushels,2026-03-15
SOYBEANS,2023/24,Residual,44.0,Million Bushels,2026-04-15
SOYBEANS,2023/24,Seed,75.0,Million Bushels,2025-08-15
SOYBEANS,2023/24,Seed,75.0,Million Bushels,2025-09-15
SOYBEANS,2023/24,Seed,75.0,Million Bushels,2025-11-15
SOYBEANS,2023/24,Seed,75.0,Million Bushels,2025-12-15
SOYBEANS,2023/24,Seed,75.0,Million Bushels,2026-01-15
SOYBEANS,2023/24,Seed,75.0,Million Bushels,2026-02-15
SOYBEANS,2023/24,Seed,75.0,Million Bushels,2026-03-15
SOYBEANS,2023/24,Seed,75.0,Million Bushels,2026-04-15
SOYBEANS,2023/24,"Supply, Total",4447.0,Million Bushels,2025-08-15
SOYBEANS,2023/24,"Supply, Total",4447.0,Million Bushels,2025-09-15
SOYBEANS,2023/24,"Supply, Total",4447.0,Million Bushels,2025-11-15
SOYBEANS,2023/24,"Supply, Total",4447.0,Million Bushels,2025-12-15
SOYBEANS,2023/24,"Supply, Total",4447.0,Million Bushels,2026-01-15
SOYBEANS,2023/24,"Supply, Total",4447.0,Million Bushels,2026-02-15
SOYBEANS,2023/24,"Supply, Total",4447.0,Million Bushels,2026-03-15
SOYBEANS,2023/24,"Supply, Total",4447.0,Million Bushels,2026-04-15
SOYBEANS,2023/24,"Use, Total",4105.0,Million Bushels,2025-08-15
SOYBEANS,2023/24,"Use, Total",4105.0,Million Bushels,2025-09-15
SOYBEANS,2023/24,"Use, Total",4105.0,Million Bushels,2025-11-15
SOYBEANS,2023/24,"Use, Total",4105.0,Million Bushels,2025-12-15
SOYBEANS,2023/24,"Use, Total",4105.0,Million Bushels,2026-01-15
SOYBEANS,2023/24,"Use, Total",4105.0,Million Bushels,2026-02-15
SOYBEANS,2023/24,"Use, Total",4105.0,Million Bushels,2026-03-15
SOYBEANS,2023/24,"Use, Total",4105.0,Million Bushels,2026-04-15
SOYBEANS,2023/24,Yield per Harvested Acre,50.6,Bushels,2025-08-15
SOYBEANS,2023/24,Yield per Harvested Acre,50.6,Bushels,2025-09-15
SOYBEANS,2023/24,Yield per Harvested Acre,50.6,Bushels,2025-11-15
SOYBEANS,2023/24,Yield per Harvested Acre,50.6,Bushels,2025-12-15
SOYBEANS,2023/24,Yield per Harvested Acre,50.6,Bushels,2026-01-15
SOYBEANS,2023/24,Yield per Harvested Acre,50.6,Bushels,2026-02-15
SOYBEANS,2023/24,Yield per Harvested Acre,50.6,Bushels,2026-03-15
SOYBEANS,2023/24,Yield per Harvested Acre,50.6,Bushels,2026-04-15
SOYBEANS,2024/25,Area Harvested,86.1,Million Acres,2025-08-15
SOYBEANS,2024/25,Area Harvested,86.1,Million Acres,2025-09-15
SOYBEANS,2024/25,Area Harvested,86.2,Million Acres,2025-11-15
SOYBEANS,2024/25,Area Harvested,86.2,Million Acres,2025-12-15
SOYBEANS,2024/25,Area Harvested,86.2,Million Acres,2026-01-15
SOYBEANS,2024/25,Area Harvested,86.2,Million Acres,2026-02-15
SOYBEANS,2024/25,Area Harvested,86.2,Million Acres,2026-03-15
SOYBEANS,2024/25,Area Harvested,86.2,Million Acres,2026-04-15
SOYBEANS,2024/25,Area Harvested,86.2,Million Acres,2026-05-15
SOYBEANS,2024/25,Area Harvested,86.2,Million Acres,2026-06-15
SOYBEANS,2024/25,Area Harvested,86.2,Million Acres,2026-07-15
SOYBEANS,2024/25,Area Planted,87.1,Million Acres,2025-08-15
SOYBEANS,2024/25,Area Planted,87.1,Million Acres,2025-09-15
SOYBEANS,2024/25,Area Planted,87.3,Million Acres,2025-11-15
SOYBEANS,2024/25,Area Planted,87.3,Million Acres,2025-12-15
SOYBEANS,2024/25,Area Planted,87.3,Million Acres,2026-01-15
SOYBEANS,2024/25,Area Planted,87.3,Million Acres,2026-02-15
SOYBEANS,2024/25,Area Planted,87.3,Million Acres,2026-03-15
SOYBEANS,2024/25,Area Planted,87.3,Million Acres,2026-04-15
SOYBEANS,2024/25,Area Planted,87.3,Million Acres,2026-05-15
SOYBEANS,2024/25,Area Planted,87.3,Million Acres,2026-06-15
SOYBEANS,2024/25,Area Planted,87.3,Million Acres,2026-07-15
SOYBEANS,2024/25,Avg. Farm Price ($/bu),10.0,$/bu,2025-08-15
SOYBEANS,2024/25,Avg. Farm Price ($/bu),10.0,$/bu,2025-09-15
SOYBEANS,2024/25,Avg. Farm Price ($/bu),10.0,$/bu,2025-11-15
SOYBEANS,2024/25,Avg. Farm Price ($/bu),10.0,$/bu,2025-12-15
SOYBEANS,2024/25,Avg. Farm Price ($/bu),10.0,$/bu,2026-01-15
SOYBEANS,2024/25,Avg. Farm Price ($/bu),10.0,$/bu,2026-02-15
SOYBEANS,2024/25,Avg. Farm Price ($/bu),10.0,$/bu,2026-03-15
SOYBEANS,2024/25,Avg. Farm Price ($/bu),10.0,$/bu,2026-04-15
SOYBEANS,2024/25,Avg. Farm Price ($/bu),10.0,$/bu,2026-05-15
SOYBEANS,2024/25,Avg. Farm Price ($/bu),10.0,$/bu,2026-06-15
SOYBEANS,2024/25,Avg. Farm Price ($/bu),10.0,$/bu,2026-07-15
SOYBEANS,2024/25,Beginning Stocks,342.0,Million Bushels,2025-08-15
SOYBEANS,2024/25,Beginning Stocks,342.0,Million Bushels,2025-09-15
SOYBEANS,2024/25,Beginning Stocks,342.0,Million Bushels,2025-11-15
SOYBEANS,2024/25,Beginning Stocks,342.0,Million Bushels,2025-12-15
SOYBEANS,2024/25,Beginning Stocks,342.0,Million Bushels,2026-01-15
SOYBEANS,2024/25,Beginning Stocks,342.0,Million Bushels,2026-02-15
SOYBEANS,2024/25,Beginning Stocks,342.0,Million Bushels,2026-03-15
SOYBEANS,2024/25,Beginning Stocks,342.0,Million Bushels,2026-04-15
SOYBEANS,2024/25,Beginning Stocks,342.0,Million Bushels,2026-05-15
SOYBEANS,2024/25,Beginning Stocks,342.0,Million Bushels,2026-06-15
SOYBEANS,2024/25,Beginning Stocks,342.0,Million Bushels,2026-07-15
SOYBEANS,2024/25,Crushings,2430.0,Million Bushels,2025-08-15
SOYBEANS,2024/25,Crushings,2430.0,Million Bushels,2025-09-15
SOYBEANS,2024/25,Crushings,2445.0,Million Bushels,2025-11-15
SOYBEANS,2024/25,Crushings,2445.0,Million Bushels,2025-12-15
SOYBEANS,2024/25,Crushings,2445.0,Million Bushels,2026-01-15
SOYBEANS,2024/25,Crushings,2445.0,Million Bushels,2026-02-15
SOYBEANS,2024/25,Crushings,2445.0,Million Bushels,2026-03-15
SOYBEANS,2024/25,Crushings,2445.0,Million Bushels,2026-04-15
SOYBEANS,2024/25,Crushings,2445.0,Million Bushels,2026-05-15
SOYBEANS,2024/25,Crushings,2445.0,Million Bushels,2026-06-15
SOYBEANS,2024/25,Crushings,2445.0,Million Bushels,2026-07-15
SOYBEANS,2024/25,Ending Stocks,330.0,Million Bushels,2025-08-15
SOYBEANS,2024/25,Ending Stocks,330.0,Million Bushels,2025-09-15
SOYBEANS,2024/25,Ending Stocks,316.0,Million Bushels,2025-11-15
SOYBEANS,2024/25,Ending Stocks,316.0,Million Bushels,2025-12-15
SOYBEANS,2024/25,Ending Stocks,325.0,Million Bushels,2026-01-15
SOYBEANS,2024/25,Ending Stocks,325.0,Million Bushels,2026-02-15
SOYBEANS,2024/25,Ending Stocks,325.0,Million Bushels,2026-03-15
SOYBEANS,2024/25,Ending Stocks,325.0,Million Bushels,2026-04-15
SOYBEANS,2024/25,Ending Stocks,325.0,Million Bushels,2026-05-15
SOYBEANS,2024/25,Ending Stocks,325.0,Million Bushels,2026-06-15
SOYBEANS,2024/25,Ending Stocks,325.0,Million Bushels,2026-07-15
SOYBEANS,2024/25,Exports,1875.0,Million Bushels,2025-08-15
